"","Created.Date","Agency","Agency.Name","Complaint.Type","Descriptor","Incident.Zip","Borough","Latitude","Longitude","year","month"
"1322587","08/19/2015 01:57:22 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10022","MANHATTAN",40.7575224164722,-73.9695352586401,2015,8
"1323653","08/19/2015 11:44:06 AM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10028","MANHATTAN",40.7800685047145,-73.9551576141276,2015,8
"1324257","08/19/2015 10:31:33 AM","NYPD","New York City Police Department","Homeless Encampment","N/A","10019","MANHATTAN",40.7651388294674,-73.9812064480438,2015,8
"1324435","08/19/2015 10:15:41 AM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","Status Call","10036","MANHATTAN",40.7573365993413,-73.9897272025483,2015,8
"1324438","08/19/2015 10:14:54 AM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10007","MANHATTAN",40.7142608712435,-74.0026549165938,2015,8
"1324448","08/19/2015 10:13:10 AM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10013","MANHATTAN",40.7180843458198,-74.001309497296,2015,8
"1324496","08/19/2015 10:07:13 AM","NYPD","New York City Police Department","Homeless Encampment","N/A","10028","MANHATTAN",40.7776447748469,-73.9548306764601,2015,8
"1324742","08/19/2015 09:30:41 AM","NYPD","New York City Police Department","Homeless Encampment","N/A","10001","MANHATTAN",40.7517567394065,-73.9924169572836,2015,8
"1325163","08/19/2015 08:43:31 AM","NYPD","New York City Police Department","Homeless Encampment","N/A","10019","MANHATTAN",40.7658717898043,-73.9819210249843,2015,8
"1325244","08/19/2015 08:33:33 AM","NYPD","New York City Police Department","Homeless Encampment","N/A","10012","MANHATTAN",40.7284127338502,-73.9942524724312,2015,8
"1325264","08/19/2015 08:26:17 AM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10010","MANHATTAN",40.7373837112348,-73.9798214050627,2015,8
"1325424","08/19/2015 07:52:20 AM","NYPD","New York City Police Department","Homeless Encampment","N/A","10013","MANHATTAN",40.7235130216267,-74.0103433459386,2015,8
"1325501","08/19/2015 07:23:45 AM","NYPD","New York City Police Department","Homeless Encampment","N/A","10025","MANHATTAN",40.7897337036512,-73.9660933831632,2015,8
"1325576","08/19/2015 06:35:19 AM","NYPD","New York City Police Department","Homeless Encampment","N/A","10018","MANHATTAN",40.7553738805533,-73.9874463328081,2015,8
"1325647","08/19/2015 05:18:35 AM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10016","MANHATTAN",40.74843349058,-73.9767142544114,2015,8
"1326250","08/18/2015 10:39:32 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10013","MANHATTAN",40.7236860138122,-74.0095027708101,2015,8
"1326502","08/18/2015 09:25:59 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10029","MANHATTAN",40.7928437137398,-73.939771318036,2015,8
"1326536","08/18/2015 09:16:44 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10011","MANHATTAN",40.7386864178121,-73.9958754319096,2015,8
"1326814","08/18/2015 08:07:00 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10019","MANHATTAN",40.7652981591752,-73.9820511402611,2015,8
"1327227","08/18/2015 06:34:47 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10003","MANHATTAN",40.7341928384771,-73.9893482905271,2015,8
"1327233","08/18/2015 06:32:00 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10003","MANHATTAN",40.7347693484024,-73.9906327652366,2015,8
"1327242","08/18/2015 06:29:43 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10003","MANHATTAN",40.7357493951095,-73.9930249880178,2015,8
"1327252","08/18/2015 06:26:55 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10003","MANHATTAN",40.7345634306026,-73.989907521312,2015,8
"1327285","08/18/2015 06:22:00 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10003","MANHATTAN",40.7358701790602,-73.9932739545258,2015,8
"1327371","08/18/2015 06:04:20 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10016","MANHATTAN",40.7434082101898,-73.978545673349,2015,8
"1327509","08/18/2015 05:44:01 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10016","MANHATTAN",40.7431755114804,-73.9820859705295,2015,8
"1327606","08/18/2015 05:32:05 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10029","MANHATTAN",40.7958783036589,-73.9488988158465,2015,8
"1327614","08/18/2015 05:31:08 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10026","MANHATTAN",40.8019421407245,-73.9574617669806,2015,8
"1327781","08/18/2015 05:11:17 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10009","MANHATTAN",40.7242374476936,-73.9877227803012,2015,8
"1329547","08/18/2015 01:13:30 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10019","MANHATTAN",40.7671432040965,-73.986260005535,2015,8
"1329622","08/18/2015 01:04:24 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","Status Call","10016","MANHATTAN",40.7458239285134,-73.9804468029463,2015,8
"1330713","08/18/2015 11:04:22 AM","NYPD","New York City Police Department","Homeless Encampment","N/A","10027","MANHATTAN",40.8086383959145,-73.9485819702252,2015,8
"1330813","08/18/2015 10:53:34 AM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10033","MANHATTAN",40.8485361099289,-73.9384775012808,2015,8
"1330909","08/18/2015 10:39:46 AM","NYPD","New York City Police Department","Homeless Encampment","N/A","10016","MANHATTAN",40.748508268784,-73.9803052610222,2015,8
"1330963","08/18/2015 10:33:46 AM","NYPD","New York City Police Department","Homeless Encampment","N/A","10035","MANHATTAN",40.7981324604704,-73.929480213602,2015,8
"1330987","08/18/2015 10:30:27 AM","NYPD","New York City Police Department","Homeless Encampment","N/A","10035","MANHATTAN",40.8050573660921,-73.9390342252959,2015,8
"1331377","08/18/2015 09:44:56 AM","NYPD","New York City Police Department","Homeless Encampment","N/A","10006","MANHATTAN",40.7071732798789,-74.0121875127325,2015,8
"1331456","08/18/2015 09:31:28 AM","NYPD","New York City Police Department","Homeless Encampment","N/A","10013","MANHATTAN",40.7222920365001,-74.0027309973524,2015,8
"1331742","08/18/2015 08:49:29 AM","NYPD","New York City Police Department","Homeless Encampment","N/A","10001","MANHATTAN",40.7506724499232,-73.9908434715606,2015,8
"1331912","08/18/2015 08:06:51 AM","NYPD","New York City Police Department","Homeless Encampment","N/A","10016","MANHATTAN",40.743944270895,-73.9836267345995,2015,8
"1332139","08/18/2015 06:49:11 AM","NYPD","New York City Police Department","Homeless Encampment","N/A","10007","MANHATTAN",40.7152788214435,-74.0094366411595,2015,8
"1332173","08/18/2015 06:19:43 AM","NYPD","New York City Police Department","Homeless Encampment","N/A","10001","MANHATTAN",40.7496540323642,-73.9894829657137,2015,8
"1332668","08/17/2015 11:32:24 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10028","MANHATTAN",40.7758445456283,-73.9490152851992,2015,8
"1332677","08/17/2015 11:28:50 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10024","MANHATTAN",40.788065976983,-73.9699510182167,2015,8
"1332805","08/17/2015 10:44:48 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10013","MANHATTAN",40.7180459196267,-74.0012698148277,2015,8
"1332965","08/17/2015 09:52:55 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","Status Call","10003","MANHATTAN",40.7347255439227,-73.9921230123135,2015,8
"1333285","08/17/2015 08:22:53 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10027","MANHATTAN",40.8089329939328,-73.9446262136908,2015,8
"1333457","08/17/2015 07:36:27 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10013","MANHATTAN",40.7234801075749,-74.0100835847985,2015,8
"1333501","08/17/2015 07:27:22 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10021","MANHATTAN",40.7707793043754,-73.959868070856,2015,8
"1333507","08/17/2015 07:26:05 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10017","MANHATTAN",40.7563166111938,-73.9777654729983,2015,8
"1333532","08/17/2015 07:20:13 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10036","MANHATTAN",40.7588407030629,-73.9895464886799,2015,8
"1333584","08/17/2015 07:04:48 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10005","MANHATTAN",40.7048023213181,-74.0054172811515,2015,8
"1333705","08/17/2015 06:35:39 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10022","MANHATTAN",40.7632037763582,-73.9685688234701,2015,8
"1333901","08/17/2015 05:52:49 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10029","MANHATTAN",40.7929327616985,-73.9479006949123,2015,8
"1334293","08/17/2015 04:29:21 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10016","MANHATTAN",40.744906792889,-73.9782745245344,2015,8
"1335035","08/17/2015 02:47:10 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10013","MANHATTAN",40.717510690108,-74.0013852414151,2015,8
"1335119","08/17/2015 02:38:38 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10010","MANHATTAN",40.7401650999455,-73.9863160897908,2015,8
"1335121","08/17/2015 02:38:20 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10019","MANHATTAN",40.7664456525087,-73.9833251787055,2015,8
"1335141","08/17/2015 02:35:15 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10019","MANHATTAN",40.7658141496709,-73.9819174306149,2015,8
"1335783","08/17/2015 01:11:27 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10011","MANHATTAN",40.7400972716633,-74.0022734321259,2015,8
"1335916","08/17/2015 12:51:17 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10075","MANHATTAN",40.7745973442479,-73.9601798827482,2015,8
"1336450","08/17/2015 11:47:40 AM","NYPD","New York City Police Department","Homeless Encampment","N/A","10036","MANHATTAN",40.7631147421456,-73.9996498426574,2015,8
"1336491","08/17/2015 11:41:40 AM","NYPD","New York City Police Department","Homeless Encampment","N/A","10039","MANHATTAN",40.8224544513031,-73.9410343904839,2015,8
"1337174","08/17/2015 10:27:56 AM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10025","MANHATTAN",40.804206260352,-73.9647712071433,2015,8
"1337241","08/17/2015 10:18:16 AM","NYPD","New York City Police Department","Homeless Encampment","N/A","10011","MANHATTAN",40.7444888436401,-73.9965535384213,2015,8
"1337472","08/17/2015 09:56:54 AM","NYPD","New York City Police Department","Homeless Encampment","N/A","10065","MANHATTAN",40.7606974764612,-73.9587587360766,2015,8
"1337494","08/17/2015 09:53:42 AM","NYPD","New York City Police Department","Homeless Encampment","N/A","10001","MANHATTAN",40.7492510172688,-74.0019958424031,2015,8
"1337755","08/17/2015 09:14:57 AM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10004","MANHATTAN",40.703937093445,-74.0131787539772,2015,8
"1338007","08/17/2015 08:18:30 AM","NYPD","New York City Police Department","Homeless Encampment","N/A","10002","MANHATTAN",40.7162039079641,-73.9919051541817,2015,8
"1338024","08/17/2015 08:14:47 AM","NYPD","New York City Police Department","Homeless Encampment","N/A","10019","MANHATTAN",40.7644728998692,-73.9893723274167,2015,8
"1338027","08/17/2015 08:13:51 AM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","Status Call","10016","MANHATTAN",40.7435345234408,-73.9788415549871,2015,8
"1338185","08/17/2015 07:04:57 AM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10036","MANHATTAN",40.7599360199966,-73.9915460890588,2015,8
"1338223","08/17/2015 06:52:47 AM","NYPD","New York City Police Department","Homeless Encampment","N/A","10023","MANHATTAN",40.7691573230501,-73.9824291708723,2015,8
"1338814","08/16/2015 11:08:57 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10024","MANHATTAN",40.7849752726637,-73.9826380487878,2015,8
"1339025","08/16/2015 10:07:21 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10013","MANHATTAN",40.7180102410185,-74.000927108625,2015,8
"1339374","08/16/2015 08:25:27 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10026","MANHATTAN",40.8021231332096,-73.9570318250542,2015,8
"1340310","08/16/2015 03:19:22 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10001","MANHATTAN",40.7498512698894,-73.9858882203537,2015,8
"1340403","08/16/2015 03:01:36 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10027","MANHATTAN",40.808658013757,-73.9435788637646,2015,8
"1340411","08/16/2015 03:00:00 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10013","MANHATTAN",40.7180459196267,-74.0012698148277,2015,8
"1340415","08/16/2015 02:59:07 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10013","MANHATTAN",40.7180459196267,-74.0012698148277,2015,8
"1340438","08/16/2015 02:51:17 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","Status Call","10028","MANHATTAN",40.7786329012797,-73.9625460959688,2015,8
"1340479","08/16/2015 02:42:28 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10039","MANHATTAN",40.8224544513031,-73.9410343904839,2015,8
"1340537","08/16/2015 02:22:58 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10016","MANHATTAN",40.751398418838,-73.9799037815076,2015,8
